Leenti,0,none
Linktype,0,none
Mita,0,none
Roombo,0,none
Aimbo,0.7071428571428571,ibm.com
Avaveo,0,none
Wordify,0,none
Meetz,0,none
Skyble,0,none
Tagchat,0,none
Trilith,0,none
Abata,0,none
Buzzdog,0,none
Twiyo,0,none
Jabbersphere,0,none
Camido,0,none
Talane,0.7037037037037037,amazon.de
Realbuzz,0,none
Yata,0,none
Divanoodle,0,none
Zoombeat,0,none
Yodoo,0,none
Tagchat,0,none
Tazz,0,none
Dablist,0,none
Riffpath,0,none
Kazu,0,none
Trilia,0,none
Voonyx,0,none
Kwilith,0,none
Quinu,0,none
Leenti,0,none
Edgewire,0,none
Kwilith,0,none
Plajo,0,none
Shuffledrive,0,none
Pixonyx,0,none
Topicware,0,none
Gigabox,0,none
Thoughtmix,0,none
Trudeo,0,none
Tagcat,0,none
Viva,0,none
Muxo,0,none
Kwideo,0.7296296296296296,wired.com
Skinix,0,none
Brightdog,0,none
Fivespan,0,none
Roombo,0,none
Dynazzy,0,none
Jayo,0.7083333333333333,ebay.com
Voolia,0.7037037037037037,google.it
Dabshots,0,none
Ntags,0,none
Geba,0.7083333333333333,ebay.com
Gevee,0,none
Quire,0,none
Trilith,0,none
Podcat,0,none
Zoombeat,0,none
Dazzlesphere,0,none
Thoughtbridge,0,none
Realcube,0,none
Wikido,0.7037037037037037,wikia.com
Devbug,0,none
Gigaclub,0,none
Dynava,0,none
Voonder,0,none
Browseblab,0,none
Tagcat,0,none
Twiyo,0,none
Thoughtbridge,0,none
Tambee,0,none
Wordtune,0,none
Janyx,0,none
Abatz,0,none
Blogspan,0,none
Twitterwire,0,none
Gigaclub,0,none
Babbleopia,0,none
Dynabox,0,none
Centidel,0,none
Roombo,0,none
Tagfeed,0,none
Trudoo,0,none
Blognation,0,none
Ntag,0,none
Katz,0,none
Yotz,0,none
Buzzdog,0,none
Wikizz,0,none
Divape,0,none
Tekfly,0,none
Nlounge,0,none
Divape,0,none
Gabtune,0.7380952380952381,jalbum.net
Flipstorm,0,none
Snaptags,0,none
Thoughtblab,0,none
Voolith,0.7566137566137565,google.it
Mymm,0,none
Bubbletube,0,none
Ntags,0,none
Izio,0,none
Twinte,0.7301587301587302,washington.edu
Gevee,0,none
Yamia,0,none
Camido,0,none
Eayo,0.7083333333333333,ebay.com
Zoonder,0,none
Zoozzy,0,none
Rhycero,0,none
